,T,year,month
289,10.022206129662107,1974.0,2.0
290,10.03221077712683,1974.0,3.0
291,10.055366910803714,1974.0,4.0
292,10.012590002894965,1974.0,5.0
293,9.977151928383735,1974.0,6.0
294,9.962271597152938,1974.0,7.0
295,9.948081671892592,1974.0,8.0
296,9.990234588930512,1974.0,9.0
297,9.985290880365866,1974.0,10.0
298,9.986339017179226,1974.0,11.0
299,10.012772627108442,1974.0,12.0
300,10.024422407882534,1975.0,1.0
301,10.028462866956167,1975.0,2.0
302,10.0411275060643,1975.0,3.0
303,10.037334095510975,1975.0,4.0
304,10.01960422059166,1975.0,5.0
305,9.979389137863627,1975.0,6.0
306,9.97341815665718,1975.0,7.0
307,9.966843743503764,1975.0,8.0
308,9.996722201598802,1975.0,9.0
309,10.022584705425416,1975.0,10.0
310,10.018520487606528,1975.0,11.0
311,10.03546438709513,1975.0,12.0
312,10.019871206467826,1976.0,1.0
313,10.053265710820403,1976.0,2.0
314,10.033510660211958,1976.0,3.0
315,10.059868878905348,1976.0,4.0
316,10.041389489810854,1976.0,5.0
317,10.020930576855235,1976.0,6.0
318,9.991272800185557,1976.0,7.0
319,9.966553408928666,1976.0,8.0
320,9.980439020070264,1976.0,9.0
321,10.002540400831586,1976.0,10.0
322,9.997096151686366,1976.0,11.0
323,9.977269110802283,1976.0,12.0
324,10.045687744933575,1977.0,1.0
325,10.033675230009182,1977.0,2.0
326,10.016380368831669,1977.0,3.0
327,10.037248594569487,1977.0,4.0
328,10.043666258856296,1977.0,5.0
329,10.031243177926141,1977.0,6.0
330,9.996151389011809,1977.0,7.0
331,9.981967992174154,1977.0,8.0
332,10.013129230894934,1977.0,9.0
333,10.026712858430155,1977.0,10.0
334,10.007154087565867,1977.0,11.0
335,10.02335125877494,1977.0,12.0
336,10.00931474739894,1978.0,1.0
337,10.030760690344586,1978.0,2.0
338,10.046203893442236,1978.0,3.0
339,10.062529615479999,1978.0,4.0
340,10.03352947849356,1978.0,5.0
341,10.002683826920308,1978.0,6.0
342,9.974213277717705,1978.0,7.0
343,9.982712906785597,1978.0,8.0
344,9.967240046720477,1978.0,9.0
345,9.991046726295611,1978.0,10.0
346,10.012383679389835,1978.0,11.0
347,10.030858083540354,1978.0,12.0
348,10.030115476015997,1979.0,1.0
349,10.068725455769494,1979.0,2.0
350,10.054645044217573,1979.0,3.0
351,10.05703064664397,1979.0,4.0
352,10.058353887142424,1979.0,5.0
353,10.012431117867242,1979.0,6.0
354,9.980508066321008,1979.0,7.0
355,9.994516385186202,1979.0,8.0
356,9.995483065288187,1979.0,9.0
357,10.01491434471265,1979.0,10.0
358,10.003880025743966,1979.0,11.0
359,10.046439906286908,1979.0,12.0
360,10.04879657267788,1980.0,1.0
361,10.067738105221185,1980.0,2.0
362,10.079595200837867,1980.0,3.0
363,10.078182954900168,1980.0,4.0
364,10.076258995575838,1980.0,5.0
365,10.034839345160716,1980.0,6.0
366,10.012515871185096,1980.0,7.0
367,10.008624113700991,1980.0,8.0
368,10.032629083164263,1980.0,9.0
369,10.041280043058752,1980.0,10.0
370,10.055473604590063,1980.0,11.0
371,10.042668857046113,1980.0,12.0
372,10.035263190061421,1981.0,1.0
373,10.027368374117973,1981.0,2.0
374,10.082738180946018,1981.0,3.0
375,10.076011066499596,1981.0,4.0
376,10.076171499261857,1981.0,5.0
377,10.012715752241268,1981.0,6.0
378,10.001097153654618,1981.0,7.0
379,9.983610314074086,1981.0,8.0
380,10.002220379986648,1981.0,9.0
381,10.045099580615329,1981.0,10.0
382,10.023015207863807,1981.0,11.0
383,10.017375854398777,1981.0,12.0
384,10.009566326818238,1982.0,1.0
385,10.011919660350323,1982.0,2.0
386,10.056355638597948,1982.0,3.0
387,10.072732177774062,1982.0,4.0
388,10.056735375994156,1982.0,5.0
389,9.995017499146796,1982.0,6.0
390,9.956979771803413,1982.0,7.0
391,9.945574840155725,1982.0,8.0
392,9.975439310980581,1982.0,9.0
393,10.010576092156608,1982.0,10.0
394,10.008497398898234,1982.0,11.0
395,9.997510452234957,1982.0,12.0
396,10.002343547164395,1983.0,1.0
397,9.957623705850088,1983.0,2.0
398,10.005861211198555,1983.0,3.0
399,10.00560395278428,1983.0,4.0
400,10.016581326694046,1983.0,5.0
401,10.010271337972611,1983.0,6.0
402,9.966384934862145,1983.0,7.0
403,9.934684330348002,1983.0,8.0
404,9.938096348877716,1983.0,9.0
405,9.95276696287318,1983.0,10.0
406,9.99213117756462,1983.0,11.0
407,10.009530449925313,1983.0,12.0
408,10.006777841082227,1984.0,1.0
409,10.05412901128692,1984.0,2.0
410,10.052114607355247,1984.0,3.0
411,10.043776977345406,1984.0,4.0
412,10.025956184871717,1984.0,5.0
413,9.970788755992348,1984.0,6.0
414,9.940755511991856,1984.0,7.0
415,9.950353454820487,1984.0,8.0
416,9.94953788964118,1984.0,9.0
417,9.957257272032207,1984.0,10.0
418,9.981487310103672,1984.0,11.0
419,9.989952418314951,1984.0,12.0
420,10.004947300273948,1985.0,1.0
421,10.010487504991973,1985.0,2.0
422,10.052179958319966,1985.0,3.0
423,10.046080339677527,1985.0,4.0
424,10.048885399344357,1985.0,5.0
425,10.025614590247418,1985.0,6.0
426,9.983732790415852,1985.0,7.0
427,9.986095635095287,1985.0,8.0
428,9.995360828229567,1985.0,9.0
429,10.007277404383794,1985.0,10.0
430,9.994692812948827,1985.0,11.0
431,10.003933700873096,1985.0,12.0
432,10.011813455160558,1986.0,1.0
433,9.993371268663044,1986.0,2.0
434,10.004232157969437,1986.0,3.0
435,10.024570715687458,1986.0,4.0
436,10.025518461784051,1986.0,5.0
437,10.02919416119726,1986.0,6.0
438,10.010626294632313,1986.0,7.0
439,9.976258178631072,1986.0,8.0
440,9.985242123414658,1986.0,9.0
441,10.000396407072236,1986.0,10.0
442,9.99198483849668,1986.0,11.0
443,9.987921604807983,1986.0,12.0
444,9.984711958096641,1987.0,1.0
445,9.972260965717217,1987.0,2.0
446,10.010419229929278,1987.0,3.0
447,10.014086964417766,1987.0,4.0
448,9.993584213623137,1987.0,5.0
449,9.96803469649998,1987.0,6.0
450,9.958227138199668,1987.0,7.0
451,9.943861798440988,1987.0,8.0
452,9.957478593903629,1987.0,9.0
453,9.991244695643944,1987.0,10.0
454,9.999830516736674,1987.0,11.0
455,9.998790759817364,1987.0,12.0
456,10.021951341808602,1988.0,1.0
457,10.00363666096878,1988.0,2.0
458,10.01103618424834,1988.0,3.0
459,10.017525503747986,1988.0,4.0
460,10.033551556990549,1988.0,5.0
461,10.009579168996952,1988.0,6.0
462,10.008746608889084,1988.0,7.0
463,9.997616048134505,1988.0,8.0
464,10.014269738498685,1988.0,9.0
465,10.006351292114621,1988.0,10.0
466,10.006575528091485,1988.0,11.0
467,10.023811832777366,1988.0,12.0
468,10.034943887330073,1989.0,1.0
469,10.040344956686482,1989.0,2.0
470,10.039130075270016,1989.0,3.0
471,10.025842032008317,1989.0,4.0
472,10.033267754863681,1989.0,5.0
473,10.013712733219808,1989.0,6.0
474,9.987034676130527,1989.0,7.0
475,9.978312673699211,1989.0,8.0
476,9.971025329831422,1989.0,9.0
477,9.993653402981863,1989.0,10.0
478,9.977230541634347,1989.0,11.0
479,9.99415827290852,1989.0,12.0
480,10.000398103785662,1990.0,1.0
481,10.014604049079503,1990.0,2.0
482,10.009557331892037,1990.0,3.0
483,10.023474360596119,1990.0,4.0
484,9.999226374249718,1990.0,5.0
485,9.972660333281825,1990.0,6.0
486,9.922110668296895,1990.0,7.0
487,9.919344607825836,1990.0,8.0
488,9.962589448269348,1990.0,9.0
489,9.96731420459151,1990.0,10.0
490,9.993203542464954,1990.0,11.0
491,10.00036588515794,1990.0,12.0
492,9.991676730782425,1991.0,1.0
493,10.01340809209273,1991.0,2.0
494,10.047803275898207,1991.0,3.0
495,10.029624003805607,1991.0,4.0
496,10.041947169903644,1991.0,5.0
497,10.019875783175324,1991.0,6.0
498,10.01970670312032,1991.0,7.0
499,9.99321438144573,1991.0,8.0
500,10.003701856993777,1991.0,9.0
501,10.009036131864029,1991.0,10.0
502,10.033409406643024,1991.0,11.0
503,10.017300609896227,1991.0,12.0
504,10.01040393840398,1992.0,1.0
505,10.01663473182773,1992.0,2.0
506,10.02733667567534,1992.0,3.0
507,10.02342094066556,1992.0,4.0
508,9.998829667020628,1992.0,5.0
509,9.984505259938507,1992.0,6.0
510,9.972757062786219,1992.0,7.0
511,9.985720887048624,1992.0,8.0
512,9.994704432344452,1992.0,9.0
513,9.9735528864121,1992.0,10.0
514,9.97525195506741,1992.0,11.0
515,9.991402391261866,1992.0,12.0
516,10.011073990276637,1993.0,1.0
517,10.034278793208554,1993.0,2.0
518,10.055889999987931,1993.0,3.0
519,10.02311962300297,1993.0,4.0
520,10.019427599445395,1993.0,5.0
521,10.012382852983752,1993.0,6.0
522,10.007865629851283,1993.0,7.0
523,9.978969606439442,1993.0,8.0
524,9.982002261114374,1993.0,9.0
525,9.983612084570046,1993.0,10.0
526,9.987005921397978,1993.0,11.0
527,10.01189131609821,1993.0,12.0
528,10.032094754680083,1994.0,1.0
529,10.036366362455016,1994.0,2.0
530,10.057619474197205,1994.0,3.0
531,10.038908876812593,1994.0,4.0
532,10.034068332995341,1994.0,5.0
533,9.994771795508955,1994.0,6.0
534,9.977385061539685,1994.0,7.0
535,9.982613941662315,1994.0,8.0
536,9.991137680794766,1994.0,9.0
537,9.998841664594345,1994.0,10.0
538,10.001258438722461,1994.0,11.0
539,9.992187860121941,1994.0,12.0
540,10.025805023096304,1995.0,1.0
541,10.004358183404383,1995.0,2.0
542,10.01820793276879,1995.0,3.0
543,10.04619057299385,1995.0,4.0
544,10.013008455858609,1995.0,5.0
545,9.987566047940359,1995.0,6.0
546,9.969309764456883,1995.0,7.0
547,9.959303244894693,1995.0,8.0
548,9.95321495301759,1995.0,9.0
549,9.968435266243418,1995.0,10.0
550,9.977579553809067,1995.0,11.0
551,9.999877632901567,1995.0,12.0
552,9.97667338343522,1996.0,1.0
553,10.020266852549423,1996.0,2.0
554,10.02366327233573,1996.0,3.0
555,10.043340511035938,1996.0,4.0
556,10.00890153856485,1996.0,5.0
557,10.000117106397639,1996.0,6.0
558,9.984751320404246,1996.0,7.0
