,APE,year,month
694,-6936181.8316894015,2007.0,11.0
695,-6714015.318078669,2007.0,12.0
696,-6583239.829579615,2008.0,1.0
697,-6763659.643341474,2008.0,2.0
698,-6835458.630756246,2008.0,3.0
699,-6947730.586208499,2008.0,4.0
700,-6948908.078202233,2008.0,5.0
701,-7026779.517891204,2008.0,6.0
702,-6985572.258425664,2008.0,7.0
703,-7017575.567485727,2008.0,8.0
704,-7109408.909262237,2008.0,9.0
705,-7082960.895779368,2008.0,10.0
706,-7003373.41324858,2008.0,11.0
707,-6787781.436085619,2008.0,12.0
708,-6773056.60616695,2009.0,1.0
709,-6795335.8938929085,2009.0,2.0
710,-6846487.771704805,2009.0,3.0
711,-6790759.820364536,2009.0,4.0
712,-6855251.914516063,2009.0,5.0
713,-6735888.296902851,2009.0,6.0
714,-6774590.227047644,2009.0,7.0
715,-6720048.202743171,2009.0,8.0
716,-6827998.449052047,2009.0,9.0
717,-6807713.063552089,2009.0,10.0
718,-6768127.1469876785,2009.0,11.0
719,-6538510.662041005,2009.0,12.0
720,-6462261.249543048,2010.0,1.0
721,-6536071.292066521,2010.0,2.0
722,-6625802.50468923,2010.0,3.0
723,-6714620.847992973,2010.0,4.0
724,-6778205.662364111,2010.0,5.0
725,-6831999.842357283,2010.0,6.0
726,-6943006.665014279,2010.0,7.0
727,-6991938.483007143,2010.0,8.0
728,-7070206.722465957,2010.0,9.0
729,-6946924.6387666855,2010.0,10.0
730,-6829762.314006627,2010.0,11.0
731,-6580763.9972117115,2010.0,12.0
732,-6552337.902133114,2011.0,1.0
733,-6601404.7577550635,2011.0,2.0
734,-6631115.140454411,2011.0,3.0
735,-6757018.8485047165,2011.0,4.0
736,-6827966.704640867,2011.0,5.0
737,-6913427.192210409,2011.0,6.0
738,-6877486.497275389,2011.0,7.0
739,-6929541.6501681525,2011.0,8.0
740,-6952276.836928229,2011.0,9.0
741,-6837504.356059268,2011.0,10.0
742,-6829872.200145652,2011.0,11.0
743,-6567460.068261706,2011.0,12.0
744,-6515406.824103898,2012.0,1.0
745,-6477982.589115288,2012.0,2.0
746,-6516113.80711725,2012.0,3.0
747,-6638051.859576135,2012.0,4.0
748,-6650910.942803839,2012.0,5.0
749,-6653160.726658772,2012.0,6.0
750,-6784022.638499577,2012.0,7.0
751,-6854252.623386632,2012.0,8.0
752,-6908685.236627804,2012.0,9.0
753,-6797096.1772230305,2012.0,10.0
754,-6735517.410400869,2012.0,11.0
755,-6651828.5700295735,2012.0,12.0
756,-6461656.537473675,2013.0,1.0
757,-6457763.6215822855,2013.0,2.0
758,-6345914.577011315,2013.0,3.0
759,-6388468.594293532,2013.0,4.0
760,-6463208.351036213,2013.0,5.0
761,-6461127.703945486,2013.0,6.0
762,-6439184.085220307,2013.0,7.0
763,-6453509.899859036,2013.0,8.0
764,-6519886.961120979,2013.0,9.0
765,-6535887.9928456955,2013.0,10.0
766,-6590640.569483429,2013.0,11.0
767,-6588792.302713005,2013.0,12.0
768,-6607335.970175675,2014.0,1.0
769,-6656403.587201127,2014.0,2.0
770,-6708028.171634429,2014.0,3.0
771,-6658710.478306994,2014.0,4.0
772,-6654079.911272396,2014.0,5.0
773,-6639776.851021479,2014.0,6.0
774,-6648597.044510885,2014.0,7.0
775,-6730104.998725765,2014.0,8.0
776,-6695464.363019658,2014.0,9.0
777,-6681726.389160636,2014.0,10.0
778,-6618596.884827834,2014.0,11.0
779,-6419787.9658064395,2014.0,12.0
780,-6441743.712356776,2015.0,1.0
781,-6480336.357640272,2015.0,2.0
782,-6474557.688554797,2015.0,3.0
783,-6567244.166540335,2015.0,4.0
784,-6618094.714358952,2015.0,5.0
785,-6725675.229112037,2015.0,6.0
786,-6803265.394825778,2015.0,7.0
787,-6831043.903489929,2015.0,8.0
788,-7011656.200012295,2015.0,9.0
789,-6900108.660586625,2015.0,10.0
790,-6766715.341804597,2015.0,11.0
791,-6554465.795445287,2015.0,12.0
792,-6540403.293430055,2016.0,1.0
793,-6481845.317566787,2016.0,2.0
794,-6570340.094089629,2016.0,3.0
795,-6542737.838255695,2016.0,4.0
796,-6594769.846503729,2016.0,5.0
797,-6700037.266424204,2016.0,6.0
798,-6820690.201124838,2016.0,7.0
799,-7006809.572308095,2016.0,8.0
800,-7056755.614386108,2016.0,9.0
801,-6997181.034467399,2016.0,10.0
802,-6830271.482528116,2016.0,11.0
803,-6641860.939069782,2016.0,12.0
804,-6553460.49131099,2017.0,1.0
805,-6545229.547505314,2017.0,2.0
806,-6409700.569813117,2017.0,3.0
807,-6353024.94660752,2017.0,4.0
808,-6427830.609147894,2017.0,5.0
809,-6450264.639868746,2017.0,6.0
810,-6505393.315802108,2017.0,7.0
811,-6590489.583330067,2017.0,8.0
812,-6642816.34967274,2017.0,9.0
813,-6619403.763186903,2017.0,10.0
814,-6609496.642954681,2017.0,11.0
815,-6464547.265266988,2017.0,12.0
816,-6413248.467284126,2018.0,1.0
817,-6477190.108007249,2018.0,2.0
818,-6570450.593328234,2018.0,3.0
819,-6695952.950756356,2018.0,4.0
820,-6772339.77242942,2018.0,5.0
821,-6829304.181515296,2018.0,6.0
822,-6915246.894197546,2018.0,7.0
823,-6944458.4392649345,2018.0,8.0
824,-6959732.034614199,2018.0,9.0
825,-6887716.377453155,2018.0,10.0
826,-6788231.037831302,2018.0,11.0
827,-6575947.559081035,2018.0,12.0
828,-6507104.067148993,2019.0,1.0
829,-6452316.559493505,2019.0,2.0
830,-6506653.108417308,2019.0,3.0
831,-6491213.249324411,2019.0,4.0
832,-6560411.739644576,2019.0,5.0
833,-6663849.232765212,2019.0,6.0
834,-6851503.024498098,2019.0,7.0
835,-6956191.11957852,2019.0,8.0
836,-7007031.068584988,2019.0,9.0
837,-6872613.13329128,2019.0,10.0
838,-6844035.08275524,2019.0,11.0
839,-6706742.432631625,2019.0,12.0
840,-6550396.271616158,2020.0,1.0
841,-6609451.868604557,2020.0,2.0
842,-6623085.1631544735,2020.0,3.0
843,-6668939.577251635,2020.0,4.0
844,-6602362.7538554855,2020.0,5.0
845,-6617720.9228952695,2020.0,6.0
846,-6669854.312719844,2020.0,7.0
847,-6704415.402325788,2020.0,8.0
848,-6782722.903795075,2020.0,9.0
849,-6687738.914213135,2020.0,10.0
850,-6681637.1091943225,2020.0,11.0
851,-6542760.849479461,2020.0,12.0
852,-6429198.290942849,2021.0,1.0
853,-6565019.725957169,2021.0,2.0
854,-6530147.2701885365,2021.0,3.0
855,-6566507.993613316,2021.0,4.0
856,-6631988.627600405,2021.0,5.0
857,-6649683.700138349,2021.0,6.0
858,-6644472.693308223,2021.0,7.0
859,-6766788.515156295,2021.0,8.0
860,-6820657.405707061,2021.0,9.0
861,-6856609.32965434,2021.0,10.0
862,-6899118.606381764,2021.0,11.0
863,-6721904.145581631,2021.0,12.0
864,-6605211.7462565275,2022.0,1.0
865,-6655567.825999817,2022.0,2.0
866,-6693734.810175349,2022.0,3.0
867,-6719487.590303156,2022.0,4.0
868,-6724204.179977882,2022.0,5.0
869,-6716825.9917822825,2022.0,6.0
870,-6726160.540102269,2022.0,7.0
871,-6666222.105543715,2022.0,8.0
872,-6696399.594733552,2022.0,9.0
873,-6728934.009688113,2022.0,10.0
874,-6758211.321398142,2022.0,11.0
875,-6457359.022803189,2022.0,12.0
876,-6388021.004307455,2023.0,1.0
877,-6570717.143809343,2023.0,2.0
878,-6533640.440710572,2023.0,3.0
879,-6485277.876203493,2023.0,4.0
880,-6636447.302835333,2023.0,5.0
881,-6716298.734045651,2023.0,6.0
882,-6827364.181541037,2023.0,7.0
883,-6861915.190178814,2023.0,8.0
