,APE,year,month
626,-1.725835958396288e+24,2002.0,3.0
627,-1.734627743696646e+24,2002.0,4.0
628,-1.7208318072993941e+24,2002.0,5.0
629,-1.719515663733675e+24,2002.0,6.0
630,-1.7322883095456817e+24,2002.0,7.0
631,-1.7455267072186895e+24,2002.0,8.0
632,-1.76073602669822e+24,2002.0,9.0
633,-1.7644054962081203e+24,2002.0,10.0
634,-1.7706580388932275e+24,2002.0,11.0
635,-1.7331812804321783e+24,2002.0,12.0
636,-1.7203564562120992e+24,2003.0,1.0
637,-1.7225241887291684e+24,2003.0,2.0
638,-1.7057261272908128e+24,2003.0,3.0
639,-1.7218692720971557e+24,2003.0,4.0
640,-1.7044821661470485e+24,2003.0,5.0
641,-1.709343084432737e+24,2003.0,6.0
642,-1.7221694533804411e+24,2003.0,7.0
643,-1.7253797924080814e+24,2003.0,8.0
644,-1.7162299124593348e+24,2003.0,9.0
645,-1.7218069128247025e+24,2003.0,10.0
646,-1.7188500635537013e+24,2003.0,11.0
647,-1.6815114608701682e+24,2003.0,12.0
648,-1.6716057299887977e+24,2004.0,1.0
649,-1.742383151809325e+24,2004.0,2.0
650,-1.7221222084826092e+24,2004.0,3.0
651,-1.7409679756134018e+24,2004.0,4.0
652,-1.735968757442552e+24,2004.0,5.0
653,-1.756606499041378e+24,2004.0,6.0
654,-1.7708346847906175e+24,2004.0,7.0
655,-1.7975342280435863e+24,2004.0,8.0
656,-1.791881561925265e+24,2004.0,9.0
657,-1.8019320396050937e+24,2004.0,10.0
658,-1.7752916485735542e+24,2004.0,11.0
659,-1.724960186514e+24,2004.0,12.0
660,-1.7080954115110566e+24,2005.0,1.0
661,-1.7319294715193123e+24,2005.0,2.0
662,-1.745895917259374e+24,2005.0,3.0
663,-1.7185560051382562e+24,2005.0,4.0
664,-1.7091128989863162e+24,2005.0,5.0
665,-1.715798696871472e+24,2005.0,6.0
666,-1.7200578600723377e+24,2005.0,7.0
667,-1.7104452164221078e+24,2005.0,8.0
668,-1.6869143618754155e+24,2005.0,9.0
669,-1.686824539156788e+24,2005.0,10.0
670,-1.6866015775497607e+24,2005.0,11.0
671,-1.6817271239802533e+24,2005.0,12.0
672,-1.6813526015145603e+24,2006.0,1.0
673,-1.6801203229839724e+24,2006.0,2.0
674,-1.6375675286334836e+24,2006.0,3.0
675,-1.5779395006532641e+24,2006.0,4.0
676,-1.5827871817072827e+24,2006.0,5.0
677,-1.5870539885913432e+24,2006.0,6.0
678,-1.5923212653039686e+24,2006.0,7.0
679,-1.605707262760051e+24,2006.0,8.0
680,-1.6252780207297894e+24,2006.0,9.0
681,-1.6404296867464498e+24,2006.0,10.0
682,-1.6343465960417926e+24,2006.0,11.0
683,-1.6404811916547674e+24,2006.0,12.0
684,-1.642156596682235e+24,2007.0,1.0
685,-1.6576507195444267e+24,2007.0,2.0
686,-1.6696364431232217e+24,2007.0,3.0
687,-1.689785419267138e+24,2007.0,4.0
688,-1.697564652234552e+24,2007.0,5.0
689,-1.7057046743993075e+24,2007.0,6.0
690,-1.7336293944454042e+24,2007.0,7.0
691,-1.7356591350365932e+24,2007.0,8.0
692,-1.745806604362627e+24,2007.0,9.0
693,-1.7853233346054163e+24,2007.0,10.0
694,-1.766211678531966e+24,2007.0,11.0
695,-1.7096397632564356e+24,2007.0,12.0
696,-1.6763394258867485e+24,2008.0,1.0
697,-1.7222810678213492e+24,2008.0,2.0
698,-1.7405637791394654e+24,2008.0,3.0
699,-1.7691524239736351e+24,2008.0,4.0
700,-1.7694522575364187e+24,2008.0,5.0
701,-1.789281242638048e+24,2008.0,6.0
702,-1.7787883310226372e+24,2008.0,7.0
703,-1.7869375721447927e+24,2008.0,8.0
704,-1.810321780439803e+24,2008.0,9.0
705,-1.8035871256367816e+24,2008.0,10.0
706,-1.783321171755841e+24,2008.0,11.0
707,-1.728423379699217e+24,2008.0,12.0
708,-1.724673886505724e+24,2009.0,1.0
709,-1.730347027597727e+24,2009.0,2.0
710,-1.7433722115047362e+24,2009.0,3.0
711,-1.7291817878875008e+24,2009.0,4.0
712,-1.7456038905121761e+24,2009.0,5.0
713,-1.715209442884362e+24,2009.0,6.0
714,-1.7250644038213954e+24,2009.0,7.0
715,-1.7111759616445746e+24,2009.0,8.0
716,-1.738664137467771e+24,2009.0,9.0
717,-1.7334987185610952e+24,2009.0,10.0
718,-1.7234186615732546e+24,2009.0,11.0
719,-1.664949704568202e+24,2009.0,12.0
720,-1.645533748339977e+24,2010.0,1.0
721,-1.6643285496097913e+24,2010.0,2.0
722,-1.6871774770901803e+24,2010.0,3.0
723,-1.7097939538518233e+24,2010.0,4.0
724,-1.7259850290636212e+24,2010.0,5.0
725,-1.7396830420694092e+24,2010.0,6.0
726,-1.7679495367102742e+24,2010.0,7.0
727,-1.7804094102383803e+24,2010.0,8.0
728,-1.8003394354229454e+24,2010.0,9.0
729,-1.7689471995694088e+24,2010.0,10.0
730,-1.739113283548097e+24,2010.0,11.0
731,-1.675708986237329e+24,2010.0,12.0
732,-1.6684706377739856e+24,2011.0,1.0
733,-1.680964896940087e+24,2011.0,2.0
734,-1.6885302731327206e+24,2011.0,3.0
735,-1.7205900727349993e+24,2011.0,4.0
736,-1.7386560541517458e+24,2011.0,5.0
737,-1.7604174950800608e+24,2011.0,6.0
738,-1.7512656480453175e+24,2011.0,7.0
739,-1.7645208396187155e+24,2011.0,8.0
740,-1.7703100696798126e+24,2011.0,9.0
741,-1.7410846974211572e+24,2011.0,10.0
742,-1.7391412646747116e+24,2011.0,11.0
743,-1.6723213076481513e+24,2011.0,12.0
744,-1.6590666021101617e+24,2012.0,1.0
745,-1.6495369902140289e+24,2012.0,2.0
746,-1.659246626464339e+24,2012.0,3.0
747,-1.6902966216254187e+24,2012.0,4.0
748,-1.693571025832676e+24,2012.0,5.0
749,-1.6941439050643884e+24,2012.0,6.0
750,-1.7274662490537407e+24,2012.0,7.0
751,-1.7453494335636872e+24,2012.0,8.0
752,-1.759210015585966e+24,2012.0,9.0
753,-1.7307952616623217e+24,2012.0,10.0
754,-1.7151150012899653e+24,2012.0,11.0
755,-1.693804688092686e+24,2012.0,12.0
756,-1.64537976599854e+24,2013.0,1.0
757,-1.6443884838093243e+24,2013.0,2.0
758,-1.6159075279250156e+24,2013.0,3.0
759,-1.626743374521326e+24,2013.0,4.0
760,-1.6457749158523885e+24,2013.0,5.0
761,-1.6452451051756043e+24,2013.0,6.0
762,-1.6396574379831738e+24,2013.0,7.0
763,-1.6433053269418812e+24,2013.0,8.0
764,-1.660207412791456e+24,2013.0,9.0
765,-1.6642818747629745e+24,2013.0,10.0
766,-1.6782239314497624e+24,2013.0,11.0
767,-1.67775329350598e+24,2013.0,12.0
768,-1.6824752057669515e+24,2014.0,1.0
769,-1.6949696588149015e+24,2014.0,2.0
770,-1.7081152115322312e+24,2014.0,3.0
771,-1.695557079691567e+24,2014.0,4.0
772,-1.6943779638936845e+24,2014.0,5.0
773,-1.6907358690543449e+24,2014.0,6.0
774,-1.6929818206637345e+24,2014.0,7.0
